zip_path,task_name,task,model,timestamp,run_id,basis_folder,modality,task_type,errors,error_rate,passed,total,accuracy_pct,std_pct,log_filename
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,anthropic/claude-opus-4-5@20251101,20260415_221122,anthropic_claude_opus_4_5_20251101_20260415_221122,feature_sensitive,text,counting,1,0.0007092198581560284,1249,1410,88.58,31.81,anthropic_claude_opus_4_5_20251101_20260415_221122.log
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,anthropic/claude-opus-4-6@default,20260415_221151,anthropic_claude_opus_4_6_default_20260415_221151,feature_sensitive,text,counting,0,0.0,1308,1410,92.77,25.91,anthropic_claude_opus_4_6_default_20260415_221151.log
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,anthropic/claude-sonnet-4-5@20250929,20260415_221053,anthropic_claude_sonnet_4_5_20250929_20260415_221053,feature_sensitive,text,counting,0,0.0,1040,1410,73.76,44.01,anthropic_claude_sonnet_4_5_20250929_20260415_221053.log
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,anthropic/claude-sonnet-4-6@default,20260415_221113,anthropic_claude_sonnet_4_6_default_20260415_221113,feature_sensitive,text,counting,0,0.0,988,1410,70.07,45.81,anthropic_claude_sonnet_4_6_default_20260415_221113.log
selective_attention/feature_sensitive/text/counting/deepseek_ai_deepseek_v3.2_20260415_222942.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,deepseek-ai/deepseek-v3.2,20260415_222942,deepseek_ai_deepseek_v3.2_20260415_222942,feature_sensitive,text,counting,0,0.0,629,1410,44.61,49.73,deepseek_ai_deepseek_v3.2_20260415_222942.log
selective_attention/feature_sensitive/text/counting/google_gemini_2.0_flash_20260415_220906.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,google/gemini-2.0-flash,20260415_220906,google_gemini_2.0_flash_20260415_220906,feature_sensitive,text,counting,0,0.0,707,1410,50.14,50.02,google_gemini_2.0_flash_20260415_220906.log
selective_attention/feature_sensitive/text/counting/google_gemini_2.5_flash_20260415_221629.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,google/gemini-2.5-flash,20260415_221629,google_gemini_2.5_flash_20260415_221629,feature_sensitive,text,counting,0,0.0,1401,1410,99.36,7.97,google_gemini_2.5_flash_20260415_221629.log
selective_attention/feature_sensitive/text/counting/google_gemini_2.5_pro_20260415_222357.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,google/gemini-2.5-pro,20260415_222357,google_gemini_2.5_pro_20260415_222357,feature_sensitive,text,counting,0,0.0,1388,1410,98.44,12.4,google_gemini_2.5_pro_20260415_222357.log
selective_attention/feature_sensitive/text/counting/google_gemini_3.1_pro_preview_20260416_110451.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,google/gemini-3.1-pro-preview,20260416_110451,google_gemini_3.1_pro_preview_20260416_110451,feature_sensitive,text,counting,0,0.0,1410,1410,100.0,0.0,google_gemini_3.1_pro_preview_20260416_110451.log
selective_attention/feature_sensitive/text/counting/google_gemini_3_flash_preview_20260415_215943.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,google/gemini-3-flash-preview,20260415_215943,google_gemini_3_flash_preview_20260415_215943,feature_sensitive,text,counting,0,0.0,1410,1410,100.0,0.0,google_gemini_3_flash_preview_20260415_215943.log
selective_attention/feature_sensitive/text/counting/openai_gpt_5.4_2026_03_05_20260415_220941.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,openai/gpt-5.4-2026-03-05,20260415_220941,openai_gpt_5.4_2026_03_05_20260415_220941,feature_sensitive,text,counting,0,0.0,1319,1410,93.55,24.58,openai_gpt_5.4_2026_03_05_20260415_220941.log
selective_attention/feature_sensitive/text/counting/openai_gpt_5.4_mini_2026_03_17_20260415_221955.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,openai/gpt-5.4-mini-2026-03-17,20260415_221955,openai_gpt_5.4_mini_2026_03_17_20260415_221955,feature_sensitive,text,counting,0,0.0,519,1410,36.81,48.25,openai_gpt_5.4_mini_2026_03_17_20260415_221955.log
selective_attention/feature_sensitive/text/counting/qwen_qwen3_235b_a22b_instruct_2507_20260415_221942.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,qwen/qwen3-235b-a22b-instruct-2507,20260415_221942,qwen_qwen3_235b_a22b_instruct_2507_20260415_221942,feature_sensitive,text,counting,0,0.0,843,1410,59.79,49.05,qwen_qwen3_235b_a22b_instruct_2507_20260415_221942.log
selective_attention/feature_sensitive/text/counting/qwen_qwen3_next_80b_a3b_instruct_20260415_221926.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,qwen/qwen3-next-80b-a3b-instruct,20260415_221926,qwen_qwen3_next_80b_a3b_instruct_20260415_221926,feature_sensitive,text,counting,0,0.0,766,1410,54.33,49.83,qwen_qwen3_next_80b_a3b_instruct_20260415_221926.log
selective_attention/feature_sensitive/text/counting/zai_glm_5_20260415_230141.log,selective attention - feature sensitive text counting,selective attention - feature sensitive text counting,zai/glm-5,20260415_230141,zai_glm_5_20260415_230141,feature_sensitive,text,counting,0,0.0,1410,1410,100.0,0.0,zai_glm_5_20260415_230141.log
selective_attention/feature_sensitive/text/filtering/anthropic_claude_opus_4_5_20251101_20260415_221927.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,anthropic/claude-opus-4-5@20251101,20260415_221927,anthropic_claude_opus_4_5_20251101_20260415_221927,feature_sensitive,text,filtering,59,0.04184397163120567,1339,1410,94.96,21.88,anthropic_claude_opus_4_5_20251101_20260415_221927.log
selective_attention/feature_sensitive/text/filtering/anthropic_claude_opus_4_6_default_20260415_223621.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,anthropic/claude-opus-4-6@default,20260415_223621,anthropic_claude_opus_4_6_default_20260415_223621,feature_sensitive,text,filtering,0,0.0,1404,1410,99.57,6.51,anthropic_claude_opus_4_6_default_20260415_223621.log
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_5_20250929_20260415_221918.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,anthropic/claude-sonnet-4-5@20250929,20260415_221918,anthropic_claude_sonnet_4_5_20250929_20260415_221918,feature_sensitive,text,filtering,0,0.0,1300,1410,92.2,26.83,anthropic_claude_sonnet_4_5_20250929_20260415_221918.log
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,anthropic/claude-sonnet-4-6@default,20260415_221942,anthropic_claude_sonnet_4_6_default_20260415_221942,feature_sensitive,text,filtering,0,0.0,1218,1410,86.38,34.31,anthropic_claude_sonnet_4_6_default_20260415_221942.log
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,deepseek-ai/deepseek-v3.2,20260415_223045,deepseek_ai_deepseek_v3.2_20260415_223045,feature_sensitive,text,filtering,0,0.0,685,1410,48.58,50.0,deepseek_ai_deepseek_v3.2_20260415_223045.log
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,google/gemini-2.0-flash,20260415_222019,google_gemini_2.0_flash_20260415_222019,feature_sensitive,text,filtering,0,0.0,1035,1410,73.4,44.2,google_gemini_2.0_flash_20260415_222019.log
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,google/gemini-2.5-flash,20260415_222547,google_gemini_2.5_flash_20260415_222547,feature_sensitive,text,filtering,0,0.0,1408,1410,99.86,3.76,google_gemini_2.5_flash_20260415_222547.log
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_pro_20260415_223714.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,google/gemini-2.5-pro,20260415_223714,google_gemini_2.5_pro_20260415_223714,feature_sensitive,text,filtering,0,0.0,1410,1410,100.0,0.0,google_gemini_2.5_pro_20260415_223714.log
selective_attention/feature_sensitive/text/filtering/google_gemini_3.1_pro_preview_20260416_110736.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,google/gemini-3.1-pro-preview,20260416_110736,google_gemini_3.1_pro_preview_20260416_110736,feature_sensitive,text,filtering,0,0.0,1410,1410,100.0,0.0,google_gemini_3.1_pro_preview_20260416_110736.log
selective_attention/feature_sensitive/text/filtering/google_gemini_3_flash_preview_20260415_220253.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,google/gemini-3-flash-preview,20260415_220253,google_gemini_3_flash_preview_20260415_220253,feature_sensitive,text,filtering,1,0.0007092198581560284,1409,1410,99.93,2.66,google_gemini_3_flash_preview_20260415_220253.log
selective_attention/feature_sensitive/text/filtering/openai_gpt_5.4_2026_03_05_20260415_221731.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,openai/gpt-5.4-2026-03-05,20260415_221731,openai_gpt_5.4_2026_03_05_20260415_221731,feature_sensitive,text,filtering,0,0.0,1343,1410,95.25,21.28,openai_gpt_5.4_2026_03_05_20260415_221731.log
selective_attention/feature_sensitive/text/filtering/openai_gpt_5.4_mini_2026_03_17_20260415_221825.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,openai/gpt-5.4-mini-2026-03-17,20260415_221825,openai_gpt_5.4_mini_2026_03_17_20260415_221825,feature_sensitive,text,filtering,0,0.0,1000,1410,70.92,45.43,openai_gpt_5.4_mini_2026_03_17_20260415_221825.log
selective_attention/feature_sensitive/text/filtering/qwen_qwen3_235b_a22b_instruct_2507_20260415_222004.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,qwen/qwen3-235b-a22b-instruct-2507,20260415_222004,qwen_qwen3_235b_a22b_instruct_2507_20260415_222004,feature_sensitive,text,filtering,0,0.0,852,1410,60.43,48.92,qwen_qwen3_235b_a22b_instruct_2507_20260415_222004.log
selective_attention/feature_sensitive/text/filtering/qwen_qwen3_next_80b_a3b_instruct_20260415_222459.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,qwen/qwen3-next-80b-a3b-instruct,20260415_222459,qwen_qwen3_next_80b_a3b_instruct_20260415_222459,feature_sensitive,text,filtering,7,0.004964539007092199,641,1410,45.46,49.81,qwen_qwen3_next_80b_a3b_instruct_20260415_222459.log
selective_attention/feature_sensitive/text/filtering/zai_glm_5_20260415_230330.log,selective attention - feature sensitive text filtering,selective attention - feature sensitive text filtering,zai/glm-5,20260415_230330,zai_glm_5_20260415_230330,feature_sensitive,text,filtering,0,0.0,1409,1410,99.93,2.66,zai_glm_5_20260415_230330.log
selective_attention/feature_sensitive/visual/counting/anthropic_claude_opus_4_5_20251101_20260415_231831.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,anthropic/claude-opus-4-5@20251101,20260415_231831,anthropic_claude_opus_4_5_20251101_20260415_231831,feature_sensitive,visual,counting,0,0.0,351,630,55.71,49.71,anthropic_claude_opus_4_5_20251101_20260415_231831.log
selective_attention/feature_sensitive/visual/counting/anthropic_claude_opus_4_6_default_20260415_231913.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,anthropic/claude-opus-4-6@default,20260415_231913,anthropic_claude_opus_4_6_default_20260415_231913,feature_sensitive,visual,counting,0,0.0,526,630,83.49,37.15,anthropic_claude_opus_4_6_default_20260415_231913.log
selective_attention/feature_sensitive/visual/counting/anthropic_claude_sonnet_4_5_20250929_20260415_233344.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,anthropic/claude-sonnet-4-5@20250929,20260415_233344,anthropic_claude_sonnet_4_5_20250929_20260415_233344,feature_sensitive,visual,counting,0,0.0,430,630,68.25,46.59,anthropic_claude_sonnet_4_5_20250929_20260415_233344.log
selective_attention/feature_sensitive/visual/counting/anthropic_claude_sonnet_4_6_default_20260415_233418.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,anthropic/claude-sonnet-4-6@default,20260415_233418,anthropic_claude_sonnet_4_6_default_20260415_233418,feature_sensitive,visual,counting,0,0.0,431,630,68.41,46.52,anthropic_claude_sonnet_4_6_default_20260415_233418.log
selective_attention/feature_sensitive/visual/counting/deepseek_ai_deepseek_v3.2_20260415_233618.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,deepseek-ai/deepseek-v3.2,20260415_233618,deepseek_ai_deepseek_v3.2_20260415_233618,feature_sensitive,visual,counting,0,0.0,81,630,12.86,33.5,deepseek_ai_deepseek_v3.2_20260415_233618.log
selective_attention/feature_sensitive/visual/counting/google_gemini_2.0_flash_20260415_233323.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,google/gemini-2.0-flash,20260415_233323,google_gemini_2.0_flash_20260415_233323,feature_sensitive,visual,counting,0,0.0,490,630,77.78,41.61,google_gemini_2.0_flash_20260415_233323.log
selective_attention/feature_sensitive/visual/counting/google_gemini_2.5_flash_20260415_232027.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,google/gemini-2.5-flash,20260415_232027,google_gemini_2.5_flash_20260415_232027,feature_sensitive,visual,counting,0,0.0,505,630,80.16,39.91,google_gemini_2.5_flash_20260415_232027.log
selective_attention/feature_sensitive/visual/counting/google_gemini_2.5_pro_20260415_232543.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,google/gemini-2.5-pro,20260415_232543,google_gemini_2.5_pro_20260415_232543,feature_sensitive,visual,counting,0,0.0,578,630,91.75,27.54,google_gemini_2.5_pro_20260415_232543.log
selective_attention/feature_sensitive/visual/counting/google_gemini_3.1_pro_preview_20260416_110002.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,google/gemini-3.1-pro-preview,20260416_110002,google_gemini_3.1_pro_preview_20260416_110002,feature_sensitive,visual,counting,0,0.0,630,630,100.0,0.0,google_gemini_3.1_pro_preview_20260416_110002.log
selective_attention/feature_sensitive/visual/counting/google_gemini_3_flash_preview_20260415_225439.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,google/gemini-3-flash-preview,20260415_225439,google_gemini_3_flash_preview_20260415_225439,feature_sensitive,visual,counting,0,0.0,625,630,99.21,8.88,google_gemini_3_flash_preview_20260415_225439.log
selective_attention/feature_sensitive/visual/counting/openai_gpt_5.4_2026_03_05_20260415_231749.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,openai/gpt-5.4-2026-03-05,20260415_231749,openai_gpt_5.4_2026_03_05_20260415_231749,feature_sensitive,visual,counting,0,0.0,555,630,88.1,32.41,openai_gpt_5.4_2026_03_05_20260415_231749.log
selective_attention/feature_sensitive/visual/counting/openai_gpt_5.4_mini_2026_03_17_20260415_233244.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,openai/gpt-5.4-mini-2026-03-17,20260415_233244,openai_gpt_5.4_mini_2026_03_17_20260415_233244,feature_sensitive,visual,counting,0,0.0,464,630,73.65,44.09,openai_gpt_5.4_mini_2026_03_17_20260415_233244.log
selective_attention/feature_sensitive/visual/counting/qwen_qwen3_235b_a22b_instruct_2507_20260415_233405.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,qwen/qwen3-235b-a22b-instruct-2507,20260415_233405,qwen_qwen3_235b_a22b_instruct_2507_20260415_233405,feature_sensitive,visual,counting,0,0.0,30,630,4.76,21.31,qwen_qwen3_235b_a22b_instruct_2507_20260415_233405.log
selective_attention/feature_sensitive/visual/counting/qwen_qwen3_next_80b_a3b_instruct_20260415_233356.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,qwen/qwen3-next-80b-a3b-instruct,20260415_233356,qwen_qwen3_next_80b_a3b_instruct_20260415_233356,feature_sensitive,visual,counting,0,0.0,30,630,4.76,21.31,qwen_qwen3_next_80b_a3b_instruct_20260415_233356.log
selective_attention/feature_sensitive/visual/counting/zai_glm_5_20260416_005001.log,selective attention - feature sensitive visual counting,selective attention - feature sensitive visual counting,zai/glm-5,20260416_005001,zai_glm_5_20260416_005001,feature_sensitive,visual,counting,5,0.007936507936507936,101,630,16.03,36.72,zai_glm_5_20260416_005001.log
selective_attention/feature_sensitive/visual/filtering/anthropic_claude_opus_4_5_20251101_20260415_224130.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,anthropic/claude-opus-4-5@20251101,20260415_224130,anthropic_claude_opus_4_5_20251101_20260415_224130,feature_sensitive,visual,filtering,0,0.0,527,630,83.65,37.01,anthropic_claude_opus_4_5_20251101_20260415_224130.log
selective_attention/feature_sensitive/visual/filtering/anthropic_claude_opus_4_6_default_20260415_224151.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,anthropic/claude-opus-4-6@default,20260415_224151,anthropic_claude_opus_4_6_default_20260415_224151,feature_sensitive,visual,filtering,0,0.0,574,630,91.11,28.48,anthropic_claude_opus_4_6_default_20260415_224151.log
selective_attention/feature_sensitive/visual/filtering/anthropic_claude_sonnet_4_5_20250929_20260415_224931.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,anthropic/claude-sonnet-4-5@20250929,20260415_224931,anthropic_claude_sonnet_4_5_20250929_20260415_224931,feature_sensitive,visual,filtering,0,0.0,442,630,70.16,45.79,anthropic_claude_sonnet_4_5_20250929_20260415_224931.log
selective_attention/feature_sensitive/visual/filtering/anthropic_claude_sonnet_4_6_default_20260415_225014.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,anthropic/claude-sonnet-4-6@default,20260415_225014,anthropic_claude_sonnet_4_6_default_20260415_225014,feature_sensitive,visual,filtering,0,0.0,559,630,88.73,31.65,anthropic_claude_sonnet_4_6_default_20260415_225014.log
selective_attention/feature_sensitive/visual/filtering/deepseek_ai_deepseek_v3.2_20260415_224703.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,deepseek-ai/deepseek-v3.2,20260415_224703,deepseek_ai_deepseek_v3.2_20260415_224703,feature_sensitive,visual,filtering,10,0.015873015873015872,22,630,3.49,18.37,deepseek_ai_deepseek_v3.2_20260415_224703.log
selective_attention/feature_sensitive/visual/filtering/google_gemini_2.0_flash_20260415_224309.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,google/gemini-2.0-flash,20260415_224309,google_gemini_2.0_flash_20260415_224309,feature_sensitive,visual,filtering,0,0.0,531,630,84.29,36.42,google_gemini_2.0_flash_20260415_224309.log
selective_attention/feature_sensitive/visual/filtering/google_gemini_2.5_flash_20260415_224233.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,google/gemini-2.5-flash,20260415_224233,google_gemini_2.5_flash_20260415_224233,feature_sensitive,visual,filtering,0,0.0,562,630,89.21,31.05,google_gemini_2.5_flash_20260415_224233.log
selective_attention/feature_sensitive/visual/filtering/google_gemini_2.5_pro_20260415_224901.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,google/gemini-2.5-pro,20260415_224901,google_gemini_2.5_pro_20260415_224901,feature_sensitive,visual,filtering,0,0.0,589,630,93.49,24.69,google_gemini_2.5_pro_20260415_224901.log
selective_attention/feature_sensitive/visual/filtering/google_gemini_3.1_pro_preview_20260416_105458.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,google/gemini-3.1-pro-preview,20260416_105458,google_gemini_3.1_pro_preview_20260416_105458,feature_sensitive,visual,filtering,0,0.0,627,630,99.52,6.89,google_gemini_3.1_pro_preview_20260416_105458.log
selective_attention/feature_sensitive/visual/filtering/google_gemini_3_flash_preview_20260415_222930.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,google/gemini-3-flash-preview,20260415_222930,google_gemini_3_flash_preview_20260415_222930,feature_sensitive,visual,filtering,0,0.0,609,630,96.67,17.96,google_gemini_3_flash_preview_20260415_222930.log
selective_attention/feature_sensitive/visual/filtering/openai_gpt_5.4_2026_03_05_20260415_224000.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,openai/gpt-5.4-2026-03-05,20260415_224000,openai_gpt_5.4_2026_03_05_20260415_224000,feature_sensitive,visual,filtering,0,0.0,617,630,97.94,14.23,openai_gpt_5.4_2026_03_05_20260415_224000.log
selective_attention/feature_sensitive/visual/filtering/openai_gpt_5.4_mini_2026_03_17_20260415_224213.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,openai/gpt-5.4-mini-2026-03-17,20260415_224213,openai_gpt_5.4_mini_2026_03_17_20260415_224213,feature_sensitive,visual,filtering,0,0.0,534,630,84.76,35.97,openai_gpt_5.4_mini_2026_03_17_20260415_224213.log
selective_attention/feature_sensitive/visual/filtering/qwen_qwen3_235b_a22b_instruct_2507_20260415_224220.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,qwen/qwen3-235b-a22b-instruct-2507,20260415_224220,qwen_qwen3_235b_a22b_instruct_2507_20260415_224220,feature_sensitive,visual,filtering,0,0.0,30,630,4.76,21.31,qwen_qwen3_235b_a22b_instruct_2507_20260415_224220.log
selective_attention/feature_sensitive/visual/filtering/qwen_qwen3_next_80b_a3b_instruct_20260415_224205.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,qwen/qwen3-next-80b-a3b-instruct,20260415_224205,qwen_qwen3_next_80b_a3b_instruct_20260415_224205,feature_sensitive,visual,filtering,1,0.0015873015873015873,30,630,4.76,21.31,qwen_qwen3_next_80b_a3b_instruct_20260415_224205.log
selective_attention/feature_sensitive/visual/filtering/zai_glm_5_20260416_000224.log,selective attention - feature sensitive visual filtering,selective attention - feature sensitive visual filtering,zai/glm-5,20260416_000224,zai_glm_5_20260416_000224,feature_sensitive,visual,filtering,0,0.0,14,630,2.22,14.75,zai_glm_5_20260416_000224.log
